Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
09/12/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
08/12/2016,Saving Bank account 1,Food,Grocery,cheese cubes(2),30,Expense,RM
08/12/2016,Saving Bank account 1,Other,,OTT Platform 1 subscription,199,Expense,RM
07/12/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
05/12/2016,Cash,Family,medicine,tonic,155,Expense,RM
05/12/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
05/12/2016,Saving Bank account 1,Recurring Deposit,,,1000,Expense,RM
04/12/2016,Cash,Food,vegetables,gilke,25,Expense,RM
04/12/2016,Cash,Food,vegetables,kadhipatta + 2 lemon,10,Expense,RM
04/12/2016,Cash,Food,vegetables,kandyachi paat,8,Expense,RM
04/12/2016,Cash,Food,vegetables,tomato,30,Expense,RM
04/12/2016,Cash,Food,vegetables,onion 1 kg,25,Expense,RM
04/12/2016,Cash,Food,vegetables,val + methi + lady finger,50,Expense,RM
04/12/2016,Cash,Food,vegetables,carrets + brinjal + flower,90,Expense,RM
04/12/2016,Cash,Food,snacks,3 chips packets,15,Expense,RM
04/12/2016,Cash,Food,snacks,pav bhaji pav 3 packets (8pcs each),45,Expense,RM
04/12/2016,Cash,Food,fruits,8 bananas,20,Expense,RM
03/12/2016,Cash,Food,Grocery,Colgate max fresh medium,55,Expense,RM
03/12/2016,Cash,Food,chocolate,2 milkybar,20,Expense,RM
01/12/2016,Saving Bank account 1,Investment,Public Provident Fund,,40000,Expense,RM
01/12/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
30/11/2016 20:00,Saving Bank account 1,Family,clothes,leggings,500,Expense,RM
30/11/2016 13:56,Saving Bank account 1,Salary,,From workplace ,56586,Income,RM
30/11/2016 11:33,Saving Bank account 1,Bonus,,reward Gpay,5,Income,RM
30/11/2016 11:32,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
30/11/2016 6:53,Saving Bank account 1,subscription,Mobile Service Provider,mobile recharge sim 2,98,Expense,RM
29/11/2016 21:44,Cash,Family,misc,Himalaya shampoo,60,Expense,RM
28/11/2016 18:04,Saving Bank account 1,Household,Appliances,Metz 32 inch TV,20500,Expense,RM
28/11/2016 18:03,Cash,Other,,flour mill,8,Expense,RM
28/11/2016 6:17,Cash,Food,Ice cream,mava 1 large,20,Expense,RM
25/11/2016 9:28,Saving Bank account 1,Bonus,,reward Gpay,5,Income,RM
25/11/2016 9:27,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
21/11/2016 9:41,Cash,Transportation,auto,within city,50,Expense,RM
21/11/2016 9:41,Cash,Health,Medicine,strepsils,15,Expense,RM
21/11/2016 9:41,Cash,Transportation,auto,within city,70,Expense,RM
20/11/2016 11:58,Cash,Transportation,auto,Locality V to Permanent Residence,50,Expense,RM
19/11/2016 12:12,Cash,Food,chocolate,poppins,2,Expense,RM
19/11/2016 12:12,Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087,Expense,RM
19/11/2016 12:12,Cash,Transportation,auto,within city,50,Expense,RM
19/11/2016 12:12,Cash,Food,Water,two water bottles,40,Expense,RM
19/11/2016 12:12,Cash,Other,,Sayaji baug express (50/adult),100,Expense,RM
19/11/2016 12:12,Cash,Transportation,auto,ola auto - BRC ,40,Expense,RM
19/11/2016 12:12,Cash,Transportation,Bus,Place T to brc,94,Expense,RM
19/11/2016 11:58,Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),100,Expense,RM
19/11/2016 11:58,Cash,Food,beverage,lemon juice ( 20/person),40,Expense,RM
19/11/2016 11:58,Cash,Other,,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740,Expense,RM
19/11/2016 11:58,Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),338,Expense,RM
19/11/2016 11:58,Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),100,Expense,RM
19/11/2016 11:58,Cash,Transportation,auto,share auto - Place H to Place T base (20/person),40,Expense,RM
19/11/2016 11:58,Cash,Transportation,Bus,bus - brc to Place H ( 27/person),54,Expense,RM
19/11/2016 11:58,Cash,Transportation,auto,within city,80,Expense,RM
17/11/2016 20:17,Cash,Food,snacks,single pav vada,10,Expense,RM
15/11/2016 20:23,Cash,Food,Grocery,lemons,20,Expense,RM
15/11/2016 20:23,Cash,Other,,flowers,10,Expense,RM
15/11/2016 20:22,Cash,Food,fruits,apple + mosambi 1kg each,180,Expense,RM
14/11/2016 20:03,Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800,Expense,RM
14/11/2016 20:02,Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662,Expense,RM
12/11/2016,Cash,Health,Medicine,mouth fresh,55,Expense,RM
12/11/2016,Cash,Food,snacks,Bombay vada pav,10,Expense,RM
10/11/2016,Cash,Transportation,auto,Permanent Residence to Bandhu prem,40,Expense,RM
10/11/2016,Saving Bank account 1,Investment,RD,RD,1000,Expense,RM
10/11/2016,Saving Bank account 1,Investment,LIC,Life Insurance,11286,Expense,RM
10/11/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
10/11/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
09/11/2016,Cash,Other,,gulal,10,Expense,RM
08/11/2016,Saving Bank account 1,subscription,Netflix,1 month subscription,199,Expense,RM
07/11/2016,Cash,Food,Eating out,ice cream,45,Expense,RM
05/11/2016,Cash,Transportation,auto,Permanent Residence to hospital,30,Expense,RM
05/11/2016,Saving Bank account 1,Investment,RD,RD,1000,Expense,RM
05/11/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
03/11/2016,Cash,Food,Grocery,butter + frozen vatana+ 9 pan,240,Expense,RM
03/11/2016,Saving Bank account 1,Other,,cake + Happy Birthday letters,470,Expense,RM
03/11/2016,Saving Bank account 1,Health,Medicine,medicine,700,Expense,RM
03/11/2016,Saving Bank account 1,Bonus,,Diwali gift,1500,Income,RM
02/11/2016,Cash,Grooming,Saloon,cutting + shaving,80,Expense,RM
01/11/2016,Cash,Food,fruits,mosambi 1kg,50,Expense,RM
01/11/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/11/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
30/10/2016 15:03,Saving Bank account 1,Salary,,From workplace ,56647,Income,RM
28/10/2016 7:19,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221,Expense,RM
28/10/2016 7:19,Cash,Transportation,auto,Permanent Residence to pathology,40,Expense,RM
27/10/2016 13:57,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
27/10/2016 13:57,Saving Bank account 1,Family,gift,Undated Planner - June shop,1119.2,Expense,RM
27/10/2016 13:57,Cash,Food,Grocery,mehndi,25,Expense,RM
27/10/2016 10:40,Cash,Food,fruits,apple + mosambi 1kg each,170,Expense,RM
26/10/2016 13:58,Saving Bank account 1,Health,Medicine,,617,Expense,RM
25/10/2016 18:55,Cash,Food,snacks,egg roll,25,Expense,RM
24/10/2016 8:17,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320,Expense,RM
22/10/2016 20:24,Cash,Food,Grocery,Khari,35,Expense,RM
22/10/2016 20:23,Cash,Food,Eating out,pav vada,20,Expense,RM
17/10/2016 17:30,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215,Expense,RM
15/10/2016 10:31,Saving Bank account 1,Food,Grocery,,430,Expense,RM
14/10/2016 11:58,Saving Bank account 1,Food,Grocery,sugar + biscuits,120,Expense,RM
13/10/2016 14:23,Saving Bank account 1,Family,misc,scratch guard ipad,249,Expense,RM
12/10/2016,Saving Bank account 1,Food,Grocery,coconut,150,Expense,RM
10/10/2016,Cash,Food,Grocery,apple half kg+ mixer repair+flowers,100,Expense,RM
10/10/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/10/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
10/10/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
09/10/2016,Saving Bank account 1,Family,misc,scratch guard ipad,249,Expense,RM
09/10/2016,Saving Bank account 1,Health,Medicine,,40,Expense,RM
09/10/2016,Saving Bank account 1,Transportation,auto,Permanent Residence to hospital to n fro,80,Expense,RM
09/10/2016,Saving Bank account 1,Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90,Expense,RM
08/10/2016,Saving Bank account 1,Beauty,grooming,razor,174,Expense,RM
07/10/2016,Saving Bank account 1,subscription,Netflix,1 month subscription,199,Expense,RM
05/10/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/10/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
01/10/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/10/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
30/09/2016 6:28,Saving Bank account 1,Interest,,interest paid,835,Income,RM
30/09/2016 6:28,Saving Bank account 1,Salary,,From workplace ,58058,Income,RM
28/09/2016 7:32,Cash,Other,,flour mill,32,Expense,RM
19/09/2016 15:35,Cash,Food,Milk,,33,Expense,RM
15/09/2016 6:52,Cash,Food,Grocery,chocobar+milk+chips,95,Expense,RM
14/09/2016 13:24,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
14/09/2016 10:13,Saving Bank account 1,Family,gift,baggit purse,437,Expense,RM
13/09/2016 9:48,Cash,Food,snacks,brownie,70,Expense,RM
13/09/2016 9:48,Saving Bank account 1,Food,Eating out,riverdine date,845,Expense,RM
12/09/2016,Cash,Food,Grocery,bread,35,Expense,RM
12/09/2016,Cash,Food,Milk,half liter buffalo,35,Expense,RM
12/09/2016,Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,20,Expense,RM
11/09/2016,Cash,Food,Grocery,badishop,70,Expense,RM
11/09/2016,Saving Bank account 1,Food,Milk,half liter buffalo,35,Expense,RM
11/09/2016,Cash,Transportation,auto,meghdoot to plaza,20,Expense,RM
10/09/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/09/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
09/09/2016,Cash,Food,Milk,1lit buffalo milk,70,Expense,RM
08/09/2016,Saving Bank account 1,Food,beverage,cold coffee,30,Expense,RM
08/09/2016,Cash,Food,Grocery,bread,20,Expense,RM
08/09/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
07/09/2016,Cash,Food,Eggs,1 dozen,72,Expense,RM
07/09/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
06/09/2016,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,598.5,Expense,RM
05/09/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/09/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
01/09/2016,Saving Bank account 1,Transportation,Travels,Place 2 to mum,750,Expense,RM
01/09/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
01/09/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/09/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
31/08/2016 15:47,Saving Bank account 1,Salary,,From workplace ,63894,Income,RM
29/08/2016 10:48,Cash,Household,Kitchen,boric powder,40,Expense,RM
29/08/2016 10:48,Saving Bank account 1,Household,Toiletries,lizol,98,Expense,RM
23/08/2016 17:25,Saving Bank account 1,Family,Pocket money,,2000,Expense,RM
21/08/2016 8:54,Cash,Other,,earphones,100,Expense,RM
18/08/2016 14:19,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
14/08/2016 16:13,Cash,Other,,pens,5,Expense,RM
14/08/2016 16:12,Cash,Grooming,Saloon,hair cut,100,Expense,RM
11/08/2016,Saving Bank account 1,Investment,LIC,Life Insurance,11286,Expense,RM
10/08/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/08/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
09/08/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
07/08/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
07/08/2016,Saving Bank account 1,Family,exam fee,PET Psychology,750,Expense,RM
05/08/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/08/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
04/08/2016,Saving Bank account 1,Family,misc,ipad cover,260,Expense,RM
01/08/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/08/2016,Saving Bank account 1,Money transfer,,,15000,Expense,RM
31/07/2016 18:51,Saving Bank account 1,Salary,,From workplace ,51556,Income,RM
31/07/2016 18:50,Cash,Other,,frame for specs,250,Expense,RM
25/07/2016 10:48,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
21/07/2016 16:33,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
20/07/2016 7:03,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599,Expense,RM
13/07/2016 10:21,Cash,Health,Medicine,citrizen + crocine,10,Expense,RM
12/07/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
12/07/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
07/07/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
05/07/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/07/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
05/07/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
04/07/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
01/07/2016,Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,2599,Expense,RM
01/07/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/07/2016,Saving Bank account 1,Money transfer,,,15000,Expense,RM
30/06/2016 11:40,Saving Bank account 1,Interest,,interest paid,740,Income,RM
30/06/2016 11:40,Saving Bank account 1,Other,,pan card application,106.9,Expense,RM
30/06/2016 8:20,Saving Bank account 1,Salary,,From workplace ,51544,Income,RM
27/06/2016 17:09,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200,Expense,RM
27/06/2016 10:10,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
23/06/2016 12:02,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995,Expense,RM
22/06/2016 11:20,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350,Expense,RM
20/06/2016 22:19,Saving Bank account 1,Food,snacks,icecream,140,Expense,RM
19/06/2016 18:49,Saving Bank account 1,Food,Grocery,grocery,600,Expense,RM
19/06/2016 17:10,Saving Bank account 1,Family,exam fee,Family exam form,905,Expense,RM
18/06/2016 19:45,Cash,Other,,flour mill,38,Expense,RM
12/06/2016,Cash,Food,Eggs,,84,Expense,RM
12/06/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
10/06/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/06/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
07/06/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
05/06/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/06/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
05/06/2016,Cash,Food,Grocery,biscuits + medicine,68,Expense,RM
01/06/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/06/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
01/06/2016,Cash,Food,Water,1 Jar,25,Expense,RM
31/05/2016 9:55,Saving Bank account 1,Salary,,From workplace ,51556,Income,RM
31/05/2016 9:51,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50,Expense,RM
30/05/2016 12:46,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
29/05/2016 19:16,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504,Expense,RM
22/05/2016 11:13,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120,Expense,RM
22/05/2016 11:13,Cash,Transportation,auto,Permanent Residence to nearby hospital,40,Expense,RM
19/05/2016 9:21,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180,Expense,RM
17/05/2016 21:59,Saving Bank account 1,Investment,LIC,Life Insurance,11286,Expense,RM
17/05/2016 12:34,Cash,Other,,Aadhar mobile number and email id updated,100,Expense,RM
16/05/2016 20:48,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
10/05/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/05/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
07/05/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
06/05/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
05/05/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/05/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
03/05/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
02/05/2016,Cash,Other,,flour mill,25,Expense,RM
01/05/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/05/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
30/04/2016 21:58,Saving Bank account 1,Salary,,From workplace ,51562.45,Income,RM
26/04/2016 8:30,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259,Expense,RM
24/04/2016 22:10,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,RM
20/04/2016 10:27,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
16/04/2016 21:24,Cash,Household,Toiletries,sensodyne toothbrush,50,Expense,RM
15/04/2016 7:04,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
12/04/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
12/04/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
11/04/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
11/04/2016,Saving Bank account 1,Food,Grocery,,1279,Expense,RM
07/04/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
05/04/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/04/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
03/04/2016,Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,300,Expense,RM
02/04/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
02/04/2016,Cash,Food,beverage,rasna orange,20,Expense,RM
02/04/2016,Cash,Transportation,auto,LB road to Permanent Residence,50,Expense,RM
02/04/2016,Cash,Other,,jeevan drop,30,Expense,RM
01/04/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/04/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
31/03/2016 10:25,Saving Bank account 1,Salary,,From workplace ,70806,Income,RM
29/03/2016 5:35,Cash,Other,,owalni,100,Expense,RM
28/03/2016 15:20,Saving Bank account 1,Other,,hit spray(99)+biscuits+mask,159,Expense,RM
22/03/2016 14:53,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,RM
21/03/2016 4:26,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,RM
20/03/2016 12:05,Cash,Food,Grocery,sambhar masala,35,Expense,RM
20/03/2016 12:05,Cash,Other,,print out,5,Expense,RM
16/03/2016 12:44,Saving Bank account 1,Gift,,Ganesh murthi,80,Expense,RM
15/03/2016 17:08,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
11/03/2016,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60,Expense,RM
11/03/2016,Cash,Other,,watch repair,250,Expense,RM
11/03/2016,Cash,Education,School supplies,Gel pens,20,Expense,RM
10/03/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/03/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
08/03/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
06/03/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
05/03/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/03/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
02/03/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
28/02/2016 19:38,Saving Bank account 1,Food,snacks,biscuits,70,Expense,RM
28/02/2016 10:08,Cash,Grooming,Saloon,hair cut,100,Expense,RM
28/02/2016 10:08,Saving Bank account 1,Food,snacks, pedhe,100,Expense,RM
28/02/2016 10:07,Cash,Other,,flour mill,11,Expense,RM
27/02/2016 7:49,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
27/02/2016 7:49,Cash,Other,,moscuito racket,250,Expense,RM
27/02/2016 7:49,Saving Bank account 1,Food,snacks, pedhe,50,Expense,RM
26/02/2016 20:26,Saving Bank account 1,Money transfer,,,10000,Expense,RM
26/02/2016 20:25,Saving Bank account 1,Salary,,From workplace ,49806,Income,RM
24/02/2016 6:35,Saving Bank account 1,subscription,Audible,audible subscription,199,Expense,RM
22/02/2016 21:02,Cash,Food,snacks,5star (2)+munch(2),40,Expense,RM
22/02/2016 9:05,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,RM
20/02/2016 19:45,Cash,Food,Grocery,biscuits,85,Expense,RM
14/02/2016 21:35,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165,Expense,RM
13/02/2016 11:14,Cash,Transportation,auto,within city,40,Expense,RM
13/02/2016 11:14,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80,Expense,RM
10/02/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
10/02/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
08/02/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
08/02/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
07/02/2016,Cash,Food,Grocery,,160,Expense,RM
05/02/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/02/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
01/02/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
31/01/2016 11:19,Saving Bank account 1,Money transfer,,,10000,Expense,RM
31/01/2016 11:17,Saving Bank account 1,Salary,,From workplace ,49806,Income,RM
26/01/2016 19:46,Saving Bank account 1,subscription,Audible,audible subscription,199,Expense,RM
22/01/2016 9:58,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,RM
13/01/2016 12:06,Saving Bank account 1,Other,,wedding gift,45000,Income,RM
12/01/2016,Cash,Apparel,Footwear,slippers,200,Expense,RM
11/01/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
11/01/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,RM
10/01/2016,Cash,Household,Kitchen,chalk for ants,15,Expense,RM
09/01/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,RM
08/01/2016,Saving Bank account 1,Other,,laptop table,1994,Expense,RM
07/01/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,RM
05/01/2016,Saving Bank account 1,Investment,RD,,1000,Expense,RM
05/01/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,RM
05/01/2016,Cash,Food,,cake,350,Expense,RM
05/01/2016,Cash,Transportation,auto,grandparents to Permanent Residence,30,Expense,RM
01/01/2016,Cash,Food,,Everest pav bhaji masala,35,Expense,RM
01/01/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,RM
01/01/2016,Saving Bank account 1,Money transfer,,,10000,Expense,RM
01/01/2016,Saving Bank account 1,Food,,Amul butter 100gm(4 pcs),192,Expense,RM
31/12/2015 17:00,Cash,Food,,cake + balloon (150)+caps(50+40),540,Expense,RM
31/12/2015 16:56,Saving Bank account 1,Salary,,From workplace ,77335,Income,RM
30/12/2015 17:31,Cash,Food,,cake advance,100,Expense,RM
30/12/2015 17:30,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000,Expense,RM
26/12/2015 23:53,Cash,Other,,flour mill,28,Expense,RM
26/12/2015 7:27,Saving Bank account 1,Other,,audible subscription,199,Expense,RM
25/12/2015 17:24,Saving Bank account 1,Apparel,Footwear,sliper,270,Expense,RM
25/12/2015 17:24,Cash,Household,Kitchen,dustbin bags,50,Expense,RM
21/12/2015 23:18,Saving Bank account 1,Other,,kindle unlimited,169,Expense,RM
20/12/2015 9:08,Saving Bank account 1,Gift,,secret Santa - diary,465,Expense,RM
19/12/2015 22:28,Cash,Food,Eggs,,80,Expense,RM
19/12/2015 21:14,Saving Bank account 1,Health,Medicine,hand sanitizer,220,Expense,RM
19/12/2015 14:20,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235,Expense,RM
12/12/2015,Saving Bank account 1,Transportation,auto,within city,50,Expense,RM
11/12/2015,Cash,Transportation,auto,station to Permanent Residence,100,Expense,RM
10/12/2015,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
10/12/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,RM
08/12/2015,Cash,Other,,flour mill,28,Expense,RM
07/12/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000,Expense,RM
05/12/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,RM
05/12/2015,Cash,Food,snacks,Cadbury 2 + chips 2,90,Expense,RM
05/12/2015,Cash,Other,,petrol,200,Expense,RM
05/12/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000,Expense,RM
02/12/2015,Cash,Apparel,Footwear,Kolhapuri chappal,325,Expense,RM
01/12/2015,Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,773,Expense,RM
01/12/2015,Cash,Food,Eggs,,84,Expense,RM
01/12/2015,Saving Bank account 1,Money transfer,,,50000,Expense,RM
01/12/2015,Saving Bank account 1,Public Provident Fund,,,10000,Expense,RM
01/12/2015,Saving Bank account 1,Gift,,to Family,1024,Expense,RM
30/11/2015 11:30,Saving Bank account 1,Salary,,From workplace ,49806,Income,RM
29/11/2015 9:27,Cash,Transportation,auto,,50,Expense,RM
29/11/2015 9:27,Cash,Transportation,auto,,30,Expense,RM
29/11/2015 9:27,Cash,Transportation,auto,,40,Expense,RM
27/11/2015 16:25,Cash,Food,snacks,egg roll,25,Expense,RM
26/11/2015 6:51,Saving Bank account 1,Other,,audible subscription,199,Expense,RM
21/11/2015 21:40,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251,Expense,RM
21/11/2015 21:39,Cash,Food,Eggs,1 dozen,84,Expense,RM
15/11/2015 19:52,Saving Bank account 1,Bonus,,Diwali gift,1500,Income,RM
